地名,センター,燃やせるごみ・スプレー缶,枝・葉・草,燃やせないごみ,容器プラ,雑がみ,びん・缶・ペット
東区(2) 伏古11条～14条の1丁目～5丁目,札幌センター1,月 木,20230906 20231004 20231101 20231129 20240522 20240619 20240717 20240814 20240911,20230920 20231018 20231115 20231213 20240117 20240214 20240313 20240410 20240508 20240605 20240703 20240731 20240828 20240925,金,20230913 20230927 20231011 20231025 20231108 20231122 20231206 20231220 20240110 20240124 20240207 20240221 20240306 20240320 20240403 20240417 20240501 20240515 20240529 20240612 20240626 20240710 20240724 20240807 20240821 20240904 20240918,火
東区(2) 丘珠町○番地,札幌センター1,月 木,20230906 20231004 20231101 20231129 20240522 20240619 20240717 20240814 20240911,20230920 20231018 20231115 20231213 20240117 20240214 20240313 20240410 20240508 20240605 20240703 20240731 20240828 20240925,金,20230913 20230927 20231011 20231025 20231108 20231122 20231206 20231220 20240110 20240124 20240207 20240221 20240306 20240320 20240403 20240417 20240501 20240515 20240529 20240612 20240626 20240710 20240724 20240807 20240821 20240904 20240918,火
東区(2) 栄町○番地,札幌センター1,月 木,20230906 20231004 20231101 20231129 20240522 20240619 20240717 20240814 20240911,20230920 20231018 20231115 20231213 20240117 20240214 20240313 20240410 20240508 20240605 20240703 20240731 20240828 20240925,金,20230913 20230927 20231011 20231025 20231108 20231122 20231206 20231220 20240110 20240124 20240207 20240221 20240306 20240320 20240403 20240417 20240501 20240515 20240529 20240612 20240626 20240710 20240724 20240807 20240821 20240904 20240918,火
東区(2) 北丘珠○条○丁目,札幌センター1,月 木,20230906 20231004 20231101 20231129 20240522 20240619 20240717 20240814 20240911,20230920 20231018 20231115 20231213 20240117 20240214 20240313 20240410 20240508 20240605 20240703 20240731 20240828 20240925,金,20230913 20230927 20231011 20231025 20231108 20231122 20231206 20231220 20240110 20240124 20240207 20240221 20240306 20240320 20240403 20240417 20240501 20240515 20240529 20240612 20240626 20240710 20240724 20240807 20240821 20240904 20240918,火
東区(2) 東苗穂町○番地,札幌センター1,月 木,20230906 20231004 20231101 20231129 20240522 20240619 20240717 20240814 20240911,20230920 20231018 20231115 20231213 20240117 20240214 20240313 20240410 20240508 20240605 20240703 20240731 20240828 20240925,金,20230913 20230927 20231011 20231025 20231108 20231122 20231206 20231220 20240110 20240124 20240207 20240221 20240306 20240320 20240403 20240417 20240501 20240515 20240529 20240612 20240626 20240710 20240724 20240807 20240821 20240904 20240918,火
東区(3) 伏古1条～10条の1丁目～5丁目,札幌センター1,月 木,20230908 20231006 20231103 20231201 20240524 20240621 20240719 20240816 20240913,20230922 20231020 20231117 20231215 20240119 20240216 20240315 20240412 20240510 20240607 20240705 20240802 20240830 20240927,火,20230901 20230915 20230929 20231013 20231027 20231110 20231124 20231208 20231222 20240112 20240126 20240209 20240223 20240308 20240322 20240405 20240419 20240503 20240517 20240531 20240614 20240628 20240712 20240726 20240809 20240823 20240906 20240920,水
東区(3) 東苗穂○条○丁目,札幌センター1,月 木,20230908 20231006 20231103 20231201 20240524 20240621 20240719 20240816 20240913,20230922 20231020 20231117 20231215 20240119 20240216 20240315 20240412 20240510 20240607 20240705 20240802 20240830 20240927,火,20230901 20230915 20230929 20231013 20231027 20231110 20231124 20231208 20231222 20240112 20240126 20240209 20240223 20240308 20240322 20240405 20240419 20240503 20240517 20240531 20240614 20240628 20240712 20240726 20240809 20240823 20240906 20240920,水
東区(3) 東雁来○条○丁目,札幌センター1,月 木,20230908 20231006 20231103 20231201 20240524 20240621 20240719 20240816 20240913,20230922 20231020 20231117 20231215 20240119 20240216 20240315 20240412 20240510 20240607 20240705 20240802 20240830 20240927,火,20230901 20230915 20230929 20231013 20231027 20231110 20231124 20231208 20231222 20240112 20240126 20240209 20240223 20240308 20240322 20240405 20240419 20240503 20240517 20240531 20240614 20240628 20240712 20240726 20240809 20240823 20240906 20240920,水
東区(3) 東雁来町○番地,札幌センター1,月 木,20230908 20231006 20231103 20231201 20240524 20240621 20240719 20240816 20240913,20230922 20231020 20231117 20231215 20240119 20240216 20240315 20240412 20240510 20240607 20240705 20240802 20240830 20240927,火,20230901 20230915 20230929 20231013 20231027 20231110 20231124 20231208 20231222 20240112 20240126 20240209 20240223 20240308 20240322 20240405 20240419 20240503 20240517 20240531 20240614 20240628 20240712 20240726 20240809 20240823 20240906 20240920,水
東区(3) 中沼○条○丁目,札幌センター1,月 木,20230908 20231006 20231103 20231201 20240524 20240621 20240719 20240816 20240913,20230922 20231020 20231117 20231215 20240119 20240216 20240315 20240412 20240510 20240607 20240705 20240802 20240830 20240927,火,20230901 20230915 20230929 20231013 20231027 20231110 20231124 20231208 20231222 20240112 20240126 20240209 20240223 20240308 20240322 20240405 20240419 20240503 20240517 20240531 20240614 20240628 20240712 20240726 20240809 20240823 20240906 20240920,水
東区(3) 中沼町○番地,札幌センター1,月 木,20230908 20231006 20231103 20231201 20240524 20240621 20240719 20240816 20240913,20230922 20231020 20231117 20231215 20240119 20240216 20240315 20240412 20240510 20240607 20240705 20240802 20240830 20240927,火,20230901 20230915 20230929 20231013 20231027 20231110 20231124 20231208 20231222 20240112 20240126 20240209 20240223 20240308 20240322 20240405 20240419 20240503 20240517 20240531 20240614 20240628 20240712 20240726 20240809 20240823 20240906 20240920,水
東区(3) 中沼西○条○丁目,札幌センター1,月 木,20230908 20231006 20231103 20231201 20240524 20240621 20240719 20240816 20240913,20230922 20231020 20231117 20231215 20240119 20240216 20240315 20240412 20240510 20240607 20240705 20240802 20240830 20240927,火,20230901 20230915 20230929 20231013 20231027 20231110 20231124 20231208 20231222 20240112 20240126 20240209 20240223 20240308 20240322 20240405 20240419 20240503 20240517 20240531 20240614 20240628 20240712 20240726 20240809 20240823 20240906 20240920,水
東区(4) 北5条～33条の東1丁目～7丁目,札幌センター1,金 火,20230904 20231002 20231030 20231127 20240520 20240617 20240715 20240812 20240909,20230918 20231016 20231113 20231211 20240115 20240212 20240311 20240408 20240506 20240603 20240701 20240729 20240826 20240923,水,20230911 20230925 20231009 20231023 20231106 20231120 20231204 20231218 20240108 20240122 20240205 20240219 20240304 20240318 20240401 20240415 20240429 20240513 20240527 20240610 20240624 20240708 20240722 20240805 20240819 20240902 20240916 20240930,木
東区(5) 北15条～33条の東8丁目～15丁目,札幌センター1,金 火,20230906 20231004 20231101 20231129 20240522 20240619 20240717 20240814 20240911,20230920 20231018 20231115 20231213 20240117 20240214 20240313 20240410 20240508 20240605 20240703 20240731 20240828 20240925,木,20230913 20230927 20231011 20231025 20231108 20231122 20231206 20231220 20240110 20240124 20240207 20240221 20240306 20240320 20240403 20240417 20240501 20240515 20240529 20240612 20240626 20240710 20240724 20240807 20240821 20240904 20240918,月
東区(6) 北4条～14条の東8丁目～20丁目,札幌センター1,金 火,20230907 20231005 20231102 20231130 20240523 20240620 20240718 20240815 20240912,20230921 20231019 20231116 20231214 20240118 20240215 20240314 20240411 20240509 20240606 20240704 20240801 20240829 20240926,月,20230914 20230928 20231012 20231026 20231109 20231123 20231207 20231221 20240111 20240125 20240208 20240222 20240307 20240321 20240404 20240418 20240502 20240516 20240530 20240613 20240627 20240711 20240725 20240808 20240822 20240905 20240919,水
東区(6) 北15条～33条の東16丁目～23丁目,札幌センター1,金 火,20230907 20231005 20231102 20231130 20240523 20240620 20240718 20240815 20240912,20230921 20231019 20231116 20231214 20240118 20240215 20240314 20240411 20240509 20240606 20240704 20240801 20240829 20240926,月,20230914 20230928 20231012 20231026 20231109 20231123 20231207 20231221 20240111 20240125 20240208 20240222 20240307 20240321 20240404 20240418 20240502 20240516 20240530 20240613 20240627 20240711 20240725 20240808 20240822 20240905 20240919,水
東区(6) 苗穂町○丁目,札幌センター1,金 火,20230907 20231005 20231102 20231130 20240523 20240620 20240718 20240815 20240912,20230921 20231019 20231116 20231214 20240118 20240215 20240314 20240411 20240509 20240606 20240704 20240801 20240829 20240926,月,20230914 20230928 20231012 20231026 20231109 20231123 20231207 20231221 20240111 20240125 20240208 20240222 20240307 20240321 20240404 20240418 20240502 20240516 20240530 20240613 20240627 20240711 20240725 20240808 20240822 20240905 20240919,水
東区(6) 本町○条○丁目,札幌センター1,金 火,20230907 20231005 20231102 20231130 20240523 20240620 20240718 20240815 20240912,20230921 20231019 20231116 20231214 20240118 20240215 20240314 20240411 20240509 20240606 20240704 20240801 20240829 20240926,月,20230914 20230928 20231012 20231026 20231109 20231123 20231207 20231221 20240111 20240125 20240208 20240222 20240307 20240321 20240404 20240418 20240502 20240516 20240530 20240613 20240627 20240711 20240725 20240808 20240822 20240905 20240919,水
白石区(1) 中央○条○丁目,札幌センター1,金 火,20230927 20231025 20231122 20240515 20240612 20240710 20240807 20240904,20230913 20231011 20231108 20231206 20240110 20240207 20240306 20240403 20240501 20240529 20240626 20240724 20240821 20240918,月,20230906 20230920 20231004 20231018 20231101 20231115 20231129 20231213 20231227 20240117 20240131 20240214 20240228 20240313 20240327 20240410 20240424 20240508 20240522 20240605 20240619 20240703 20240717 20240731 20240814 20240828 20240911 20240925,木
白石区(1) 本通1丁目～14丁目（南北）,札幌センター1,金 火,20230927 20231025 20231122 20240515 20240612 20240710 20240807 20240904,20230913 20231011 20231108 20231206 20240110 20240207 20240306 20240403 20240501 20240529 20240626 20240724 20240821 20240918,月,20230906 20230920 20231004 20231018 20231101 20231115 20231129 20231213 20231227 20240117 20240131 20240214 20240228 20240313 20240327 20240410 20240424 20240508 20240522 20240605 20240619 20240703 20240717 20240731 20240814 20240828 20240911 20240925,木
白石区(1) 平和通1丁目～14丁目（南北）,札幌センター1,金 火,20230927 20231025 20231122 20240515 20240612 20240710 20240807 20240904,20230913 20231011 20231108 20231206 20240110 20240207 20240306 20240403 20240501 20240529 20240626 20240724 20240821 20240918,月,20230906 20230920 20231004 20231018 20231101 20231115 20231129 20231213 20231227 20240117 20240131 20240214 20240228 20240313 20240327 20240410 20240424 20240508 20240522 20240605 20240619 20240703 20240717 20240731 20240814 20240828 20240911 20240925,木
白石区(1) 本郷通1丁目～13丁目（南北）,札幌センター1,金 火,20230927 20231025 20231122 20240515 20240612 20240710 20240807 20240904,20230913 20231011 20231108 20231206 20240110 20240207 20240306 20240403 20240501 20240529 20240626 20240724 20240821 20240918,月,20230906 20230920 20231004 20231018 20231101 20231115 20231129 20231213 20231227 20240117 20240131 20240214 20240228 20240313 20240327 20240410 20240424 20240508 20240522 20240605 20240619 20240703 20240717 20240731 20240814 20240828 20240911 20240925,木
白石区(1) 南郷通1丁目～14丁目（南北）,札幌センター1,金 火,20230927 20231025 20231122 20240515 20240612 20240710 20240807 20240904,20230913 20231011 20231108 20231206 20240110 20240207 20240306 20240403 20240501 20240529 20240626 20240724 20240821 20240918,月,20230906 20230920 20231004 20231018 20231101 20231115 20231129 20231213 20231227 20240117 20240131 20240214 20240228 20240313 20240327 20240410 20240424 20240508 20240522 20240605 20240619 20240703 20240717 20240731 20240814 20240828 20240911 20240925,木
白石区(1) 栄通1丁目～14丁目,札幌センター1,金 火,20230927 20231025 20231122 20240515 20240612 20240710 20240807 20240904,20230913 20231011 20231108 20231206 20240110 20240207 20240306 20240403 20240501 20240529 20240626 20240724 20240821 20240918,月,20230906 20230920 20231004 20231018 20231101 20231115 20231129 20231213 20231227 20240117 20240131 20240214 20240228 20240313 20240327 20240410 20240424 20240508 20240522 20240605 20240619 20240703 20240717 20240731 20240814 20240828 20240911 20240925,木
白石区(2) 北郷○条○丁目、○番地,札幌センター1,金 火,20230925 20231023 20231120 20240513 20240610 20240708 20240805 20240902 20240930,20230911 20231009 20231106 20231204 20240108 20240205 20240304 20240401 20240429 20240527 20240624 20240722 20240819 20240916,木,20230904 20230918 20231002 20231016 20231030 20231113 20231127 20231211 20231225 20240115 20240129 20240212 20240226 20240311 20240325 20240408 20240422 20240506 20240520 20240603 20240617 20240701 20240715 20240729 20240812 20240826 20240909 20240923,水
白石区(2) 川北○条○丁目、○番地,札幌センター1,金 火,20230925 20231023 20231120 20240513 20240610 20240708 20240805 20240902 20240930,20230911 20231009 20231106 20231204 20240108 20240205 20240304 20240401 20240429 20240527 20240624 20240722 20240819 20240916,木,20230904 20230918 20231002 20231016 20231030 20231113 20231127 20231211 20231225 20240115 20240129 20240212 20240226 20240311 20240325 20240408 20240422 20240506 20240520 20240603 20240617 20240701 20240715 20240729 20240812 20240826 20240909 20240923,水
白石区(2) 川下○条○丁目、○番地,札幌センター1,金 火,20230925 20231023 20231120 20240513 20240610 20240708 20240805 20240902 20240930,20230911 20231009 20231106 20231204 20240108 20240205 20240304 20240401 20240429 20240527 20240624 20240722 20240819 20240916,木,20230904 20230918 20231002 20231016 20231030 20231113 20231127 20231211 20231225 20240115 20240129 20240212 20240226 20240311 20240325 20240408 20240422 20240506 20240520 20240603 20240617 20240701 20240715 20240729 20240812 20240826 20240909 20240923,水
白石区(2) 菊水元町○条○丁目,札幌センター1,金 火,20230925 20231023 20231120 20240513 20240610 20240708 20240805 20240902 20240930,20230911 20231009 20231106 20231204 20240108 20240205 20240304 20240401 20240429 20240527 20240624 20240722 20240819 20240916,木,20230904 20230918 20231002 20231016 20231030 20231113 20231127 20231211 20231225 20240115 20240129 20240212 20240226 20240311 20240325 20240408 20240422 20240506 20240520 20240603 20240617 20240701 20240715 20240729 20240812 20240826 20240909 20240923,水
白石区(2) 東米里○番地,札幌センター1,金 火,20230925 20231023 20231120 20240513 20240610 20240708 20240805 20240902 20240930,20230911 20231009 20231106 20231204 20240108 20240205 20240304 20240401 20240429 20240527 20240624 20240722 20240819 20240916,木,20230904 20230918 20231002 20231016 20231030 20231113 20231127 20231211 20231225 20240115 20240129 20240212 20240226 20240311 20240325 20240408 20240422 20240506 20240520 20240603 20240617 20240701 20240715 20240729 20240812 20240826 20240909 20240923,水
白石区(2) 米里○条○丁目,札幌センター1,金 火,20230925 20231023 20231120 20240513 20240610 20240708 20240805 20240902 20240930,20230911 20231009 20231106 20231204 20240108 20240205 20240304 20240401 20240429 20240527 20240624 20240722 20240819 20240916,木,20230904 20230918 20231002 20231016 20231030 20231113 20231127 20231211 20231225 20240115 20240129 20240212 20240226 20240311 20240325 20240408 20240422 20240506 20240520 20240603 20240617 20240701 20240715 20240729 20240812 20240826 20240909 20240923,水
白石区(3) 東札幌○条○丁目,札幌センター1,金 火,20230928 20231026 20231123 20240516 20240613 20240711 20240808 20240905,20230914 20231012 20231109 20231207 20240111 20240208 20240307 20240404 20240502 20240530 20240627 20240725 20240822 20240919,水,20230907 20230921 20231005 20231019 20231102 20231116 20231130 20231214 20231228 20240118 20240201 20240215 20240229 20240314 20240328 20240411 20240425 20240509 20240523 20240606 20240620 20240704 20240718 20240801 20240815 20240829 20240912 20240926,月
白石区(3) 菊水○条○丁目,札幌センター1,金 火,20230928 20231026 20231123 20240516 20240613 20240711 20240808 20240905,20230914 20231012 20231109 20231207 20240111 20240208 20240307 20240404 20240502 20240530 20240627 20240725 20240822 20240919,水,20230907 20230921 20231005 20231019 20231102 20231116 20231130 20231214 20231228 20240118 20240201 20240215 20240229 20240314 20240328 20240411 20240425 20240509 20240523 20240606 20240620 20240704 20240718 20240801 20240815 20240829 20240912 20240926,月
白石区(3) 菊水上町○条○丁目,札幌センター1,金 火,20230928 20231026 20231123 20240516 20240613 20240711 20240808 20240905,20230914 20231012 20231109 20231207 20240111 20240208 20240307 20240404 20240502 20240530 20240627 20240725 20240822 20240919,水,20230907 20230921 20231005 20231019 20231102 20231116 20231130 20231214 20231228 20240118 20240201 20240215 20240229 20240314 20240328 20240411 20240425 20240509 20240523 20240606 20240620 20240704 20240718 20240801 20240815 20240829 20240912 20240926,月
白石区(4) 本通15丁目～21丁目（南北）,札幌センター1,月 木,20230927 20231025 20231122 20240515 20240612 20240710 20240807 20240904,20230913 20231011 20231108 20231206 20240110 20240207 20240306 20240403 20240501 20240529 20240626 20240724 20240821 20240918,金,20230906 20230920 20231004 20231018 20231101 20231115 20231129 20231213 20231227 20240117 20240131 20240214 20240228 20240313 20240327 20240410 20240424 20240508 20240522 20240605 20240619 20240703 20240717 20240731 20240814 20240828 20240911 20240925,火
白石区(4) 平和通15丁目～17丁目（南北）,札幌センター1,月 木,20230927 20231025 20231122 20240515 20240612 20240710 20240807 20240904,20230913 20231011 20231108 20231206 20240110 20240207 20240306 20240403 20240501 20240529 20240626 20240724 20240821 20240918,金,20230906 20230920 20231004 20231018 20231101 20231115 20231129 20231213 20231227 20240117 20240131 20240214 20240228 20240313 20240327 20240410 20240424 20240508 20240522 20240605 20240619 20240703 20240717 20240731 20240814 20240828 20240911 20240925,火
白石区(4) 南郷通15丁目～21丁目（南北）,札幌センター1,月 木,20230927 20231025 20231122 20240515 20240612 20240710 20240807 20240904,20230913 20231011 20231108 20231206 20240110 20240207 20240306 20240403 20240501 20240529 20240626 20240724 20240821 20240918,金,20230906 20230920 20231004 20231018 20231101 20231115 20231129 20231213 20231227 20240117 20240131 20240214 20240228 20240313 20240327 20240410 20240424 20240508 20240522 20240605 20240619 20240703 20240717 20240731 20240814 20240828 20240911 20240925,火
白石区(4) 栄通15丁目～21丁目,札幌センター1,月 木,20230927 20231025 20231122 20240515 20240612 20240710 20240807 20240904,20230913 20231011 20231108 20231206 20240110 20240207 20240306 20240403 20240501 20240529 20240626 20240724 20240821 20240918,金,20230906 20230920 20231004 20231018 20231101 20231115 20231129 20231213 20231227 20240117 20240131 20240214 20240228 20240313 20240327 20240410 20240424 20240508 20240522 20240605 20240619 20240703 20240717 20240731 20240814 20240828 20240911 20240925,火
白石区(4) 流通センター1丁目～7丁目,札幌センター1,月 木,20230927 20231025 20231122 20240515 20240612 20240710 20240807 20240904,20230913 20231011 20231108 20231206 20240110 20240207 20240306 20240403 20240501 20240529 20240626 20240724 20240821 20240918,金,20230906 20230920 20231004 20231018 20231101 20231115 20231129 20231213 20231227 20240117 20240131 20240214 20240228 20240313 20240327 20240410 20240424 20240508 20240522 20240605 20240619 20240703 20240717 20240731 20240814 20240828 20240911 20240925,火
厚別区(1) 厚別西○条○丁目、○番地,札幌センター1,月 木,20230901 20230929 20231027 20231124 20240517 20240614 20240712 20240809 20240906,20230915 20231013 20231110 20231208 20240112 20240209 20240308 20240405 20240503 20240531 20240628 20240726 20240823 20240920,火,20230908 20230922 20231006 20231020 20231103 20231117 20231201 20231215 20231229 20240119 20240202 20240216 20240301 20240315 20240329 20240412 20240426 20240510 20240524 20240607 20240621 20240705 20240719 20240802 20240816 20240830 20240913 20240927,水
厚別区(1) 厚別北○条○丁目,札幌センター1,月 木,20230901 20230929 20231027 20231124 20240517 20240614 20240712 20240809 20240906,20230915 20231013 20231110 20231208 20240112 20240209 20240308 20240405 20240503 20240531 20240628 20240726 20240823 20240920,火,20230908 20230922 20231006 20231020 20231103 20231117 20231201 20231215 20231229 20240119 20240202 20240216 20240301 20240315 20240329 20240412 20240426 20240510 20240524 20240607 20240621 20240705 20240719 20240802 20240816 20240830 20240913 20240927,水
厚別区(1) 厚別町山本○番地,札幌センター1,月 木,20230901 20230929 20231027 20231124 20240517 20240614 20240712 20240809 20240906,20230915 20231013 20231110 20231208 20240112 20240209 20240308 20240405 20240503 20240531 20240628 20240726 20240823 20240920,火,20230908 20230922 20231006 20231020 20231103 20231117 20231201 20231215 20231229 20240119 20240202 20240216 20240301 20240315 20240329 20240412 20240426 20240510 20240524 20240607 20240621 20240705 20240719 20240802 20240816 20240830 20240913 20240927,水
厚別区(1) 厚別町小野幌○番地（JR函館本線の北側）,札幌センター1,月 木,20230901 20230929 20231027 20231124 20240517 20240614 20240712 20240809 20240906,20230915 20231013 20231110 20231208 20240112 20240209 20240308 20240405 20240503 20240531 20240628 20240726 20240823 20240920,火,20230908 20230922 20231006 20231020 20231103 20231117 20231201 20231215 20231229 20240119 20240202 20240216 20240301 20240315 20240329 20240412 20240426 20240510 20240524 20240607 20240621 20240705 20240719 20240802 20240816 20240830 20240913 20240927,水
厚別区(2) 厚別中央1条1丁目～4丁目、7丁目,札幌センター1,月 木,20230927 20231025 20231122 20240515 20240612 20240710 20240807 20240904,20230913 20231011 20231108 20231206 20240110 20240207 20240306 20240403 20240501 20240529 20240626 20240724 20240821 20240918,火,20230906 20230920 20231004 20231018 20231101 20231115 20231129 20231213 20231227 20240117 20240131 20240214 20240228 20240313 20240327 20240410 20240424 20240508 20240522 20240605 20240619 20240703 20240717 20240731 20240814 20240828 20240911 20240925,金
厚別区(2) 厚別中央2条～5条の○丁目,札幌センター1,月 木,20230927 20231025 20231122 20240515 20240612 20240710 20240807 20240904,20230913 20231011 20231108 20231206 20240110 20240207 20240306 20240403 20240501 20240529 20240626 20240724 20240821 20240918,火,20230906 20230920 20231004 20231018 20231101 20231115 20231129 20231213 20231227 20240117 20240131 20240214 20240228 20240313 20240327 20240410 20240424 20240508 20240522 20240605 20240619 20240703 20240717 20240731 20240814 20240828 20240911 20240925,金
厚別区(2) 青葉町11丁目・12丁目、14丁目～16丁目,札幌センター1,月 木,20230927 20231025 20231122 20240515 20240612 20240710 20240807 20240904,20230913 20231011 20231108 20231206 20240110 20240207 20240306 20240403 20240501 20240529 20240626 20240724 20240821 20240918,火,20230906 20230920 20231004 20231018 20231101 20231115 20231129 20231213 20231227 20240117 20240131 20240214 20240228 20240313 20240327 20240410 20240424 20240508 20240522 20240605 20240619 20240703 20240717 20240731 20240814 20240828 20240911 20240925,金
厚別区(3) 厚別南○丁目,札幌センター1,月 木,20230927 20231025 20231122 20240515 20240612 20240710 20240807 20240904,20230913 20231011 20231108 20231206 20240110 20240207 20240306 20240403 20240501 20240529 20240626 20240724 20240821 20240918,金,20230906 20230920 20231004 20231018 20231101 20231115 20231129 20231213 20231227 20240117 20240131 20240214 20240228 20240313 20240327 20240410 20240424 20240508 20240522 20240605 20240619 20240703 20240717 20240731 20240814 20240828 20240911 20240925,火
